company,job,url,introduction,to_do,need_to,preference
휴레이포지티브,Senior Operation Manager,https://www.wanted.co.kr/wd/131692, 국내에서 독보적인 성과를 내고 있는 디지털 헬스케어 스타트업   DHP파트너스 최윤섭 대표    투자 받기 이전부터 국내 최고의 세브란스병원  삼성병원  삼성화재  현대해상 등의 병원  보험사와 협업하며 매출을 창출한 국내 디지털 헬스케어의 레전드   네이버 D2스타트업팩토리 양상환 센터장   휴레이포지티브는 현재 기하급수적으로 시장이 커지고 있는 디지털 헬스케어 업계를 선도하는 회사입니다  병원  대학교  제약사  대기업  금융기관  IT기업 및 정부 지자체 공공기관 협회 등과의 폭넓은 파트너십을 통해 디지털 헬스케어 전문 업체로서의 입지를 다지고 있습니다      2010년 3월 사업 개시 이후 지난 11년간 휴레이포지티브는 꾸준히 달려 왔습니다  디지털 헬스케어 서비스를 제공하는 스마트폰 애플리케이션들을 지속적으로 개발해 왔습니다  현재는 아래와 같은 서비스에 집중하고 있습니다   만성질환자 당뇨병  비만 등 의 생활습관 교정을 통한 건강관리 B2B 솔루션  대기업 임직원  보험사  만성질환자 당뇨병  비만 등 의 생활습관 교정을 통한 건강관리 B2C 서비스 위 서비스들을 효율적으로 관리하는 플랫폼  휴레이포지티브는 현재 시리즈B까지 누적 투자 유치 175억원을 달성했으며  지속적인 혁신을 통해 디지털 헬스케어의 가치를 증명하는 기업이 되고자 합니다  무한한 성장 가능성이 있고 훌륭한 동료들이 함께하는 저희 휴레이포지티브에서 함께 성장하실 인재를 모십니다    동료 인터뷰    CTO 인터뷰   ,모든 사람이 건강을 관리하고 유지하기 위해 생에 한 번은 꼭 휴레이의 Product을 만나게 될 것입니다   우리가 가진 기술  솔루션  서비스를 하나의 플랫폼에서 접근할 수 있도록 Product을 만들어 세상에 긍정적인 영향력을 행사할 것입니다   PX Product eXperience 본부는 휴레이 Product의 생애 주기를 관리하며 최상의 사용자 경험을 제공하기 위해 끊임없이 고민하고 움직입니다   휴레이의 Product Manager는 Product 관리의 오너쉽을 갖습니다  단순히 요구사항을 충족하기 위해 Product을 만드는 게 아니라 근원적인 비즈니스적 문제를 해결하고 우리의 사용자에게 가장 좋은 경험을 제공하기 위한 방법이 무엇인지 끊임 없이 고민하고 데이터 기반의 검증을 해나가며 최고의 Product을 만들어 나갑니다  이 Product을 통해 사용자들에게 건강한 삶을 제공합니다   PX본부에 속해있는 Senior Operation Manager 직무에 대해 아래와 같이 소개합니다     B2B 고객사 계약 체결 후 EAP  기업체 직원의 만성질환 관리  서비스에 대한 운영 및 고객관계 관리 총괄   Huray의 서비스 운영 정책 수립 및 프로세스 개선   운영 지표 체계 수립 및 품질 관리   B2B 고객사의 EAP 서비스 제공을 위해 인롤 enroll  건강관리 대상자 모집 및 등록 부터 서비스 사용상의 문의  Product의 버그 접수 등 VOC의 총괄 관리  실제 건강관리를 위한 간호  영양  운동의 코칭은 별도 조직에서 운용함    건강관리 Device  혈압계  혈당계  체지방계 등 의 발주  배송 관리  Device 교육 및 설치 지원  Operator의 업무로서 이에 대한 업무를 기획하고 Operator를 관리함    고객사에 대한 정기 운영 보고서 및 최종 운영 보고서 작성          비즈니스의 확장 시 별도 CX Center로 확장할 수 있음,  고객 관점에서 문제를 해결하고 고객에게 더 건강한 삶을 제공하겠다는 의욕이 넘치시는 분   강력한 실행력을 가진 Pro active한 문제 해결자   업무 활동에 있어 회사의 정책적 결정을 빠르게 이해하고 결정된 정책에 따라 업무 역량을 발휘하는 방법을 알고 이를 근간으로 성과를 내실 수 있는 분   여러 내 외부 팀 이해관계자와 세부적인 상황을 포함하여 전략적 판단하에 원활한 소통을 해낼수 있는 커뮤니케이션 능력   IT 플랫폼  헬스케어 업계에서 5년 이상의 서비스 운영 업무나 CX 운영 및 기획을 수행하신 분   개인이 아닌 팀 플레이에서 더 높은 성과를 내실 수 있는 분   창조적이고 혁신적이며 변화를 두려워하지 않고 즐기시는 분   성과 지향적이며 Self Management에 탁월하신 분,  스타트업 Founder 혹은 초기 멤버로서 서비스를 성장 시켰거나 실패를 통해 많은 것을 배우신 분   Claim Management의 전문적인 역량을 갖고 계신 분
단비교육,서비스 웹/앱 기획자 (신입가능),https://www.wanted.co.kr/wd/21550,  단비교육의 이야기를 들려드려요  단비교육은 이 세상 모든 어린이의 행복한 삶의 출발을 함께하고자 노력하는 에듀테크 기업입니다  단비교육에서 개발한 윙크 서비스는 런칭 후 매년 200  이상 성장하여 현재 매출액 약 1 000억 원  구독자 약 10만 명의 영유아 교육시장 1위 서비스로 도약하였습니다  2021년에는 도서 큐레이션 서비스  윙크북스를 런칭하며 업계에서 입지를 더욱 넓혀가고 있습니다    단비 는 꼭 필요한 때에 알맞게 내리는 비를 뜻합니다  꼭 필요한 교육 서비스로 더 나은 미래를 만들어 가고자 하는 바람이 담겨 있습니다  단비교육은 늘 고객의 관점에서 고민하고 생각합니다  이러한 고민과 생각은 개인과 회사가 함께 성장하고 성공해야 한다는 비전 하에 이루어지는 것이며  단비교육은 개인의 성장이 회사의 성장  성공만큼이나 매우 중요한 부분임을 늘 명심하고 있습니다     포지션 안내   서비스 웹 앱 기획자  신입가능  아이들이 태어나서 처음 갖게 되는  내 컴퓨터 안드로이드 단말기  의 다양한 화면과 기능을 본인의 상상력과 고민을 통해 구현하여 아이들의 올바른 성장을 돕고 아름다운 추억을 만들어 줄 수 있습니다  단비교육의 웹 앱 기획자로서 유초등교육 1등 서비스인 윙크와 아이와 학부모들이 사용하는 시스템과 이를 지원하는 Back Office를 분석 설계하고 다양한 경험을 통해 성장할 인재를 모집합니다 ,  단비교육 서비스 웹 앱 기획    시스템 요구사항 정리 정의    기획산출물 IA  화면설계서  요구사항정의서 등  작성 관리   프로젝트 일정 관리   시스템 관련 유관부서 응대,  신입 또는 경력  경력  1   5년    MS Office  PPT  Excel  사용 경험이 있으신 분   유관부서와 원활한 커뮤니케이션 능력을 가지신 분  경력 지원 시  포트폴리오 필수,  서비스 설계  구축  출시까지 경험이 있으신 분   열정적이고 논리적인 성향이 있으신 분   유아 교육 서비스에 관심과 이해도가 높으신 분   밝고 긍정적인 마인드를 갖추신 분   Confluence   Jira   Slack  Figma 경험이 있으신 분
단비교육,PM급 서비스기획자,https://www.wanted.co.kr/wd/130485,  단비교육의 이야기를 들려드려요  단비교육은 이 세상 모든 어린이의 행복한 삶의 출발을 함께하고자 노력하는 에듀테크 기업입니다  단비교육에서 개발한 윙크 서비스는 런칭 후 매년 200  이상 성장하여 현재 매출액 약 1 000억 원  구독자 약 10만 명의 영유아 교육시장 1위 서비스로 도약하였습니다  2021년에는 도서 큐레이션 서비스  윙크북스를 런칭하며 업계에서 입지를 더욱 넓혀가고 있습니다    단비 는 꼭 필요한 때에 알맞게 내리는 비를 뜻합니다  꼭 필요한 교육 서비스로 더 나은 미래를 만들어 가고자 하는 바람이 담겨 있습니다  단비교육은 늘 고객의 관점에서 고민하고 생각합니다  이러한 고민과 생각은 개인과 회사가 함께 성장하고 성공해야 한다는 비전 하에 이루어지는 것이며  단비교육은 개인의 성장이 회사의 성장  성공만큼이나 매우 중요한 부분임을 늘 명심하고 있습니다     포지션 안내   서비스 기획 PM  단비교육과 함께 성장해 나아갈 유능하고 열정 넘치는 PM급 서비스 기획자를 모십니다  단비교육은 세상에 없던 유아 전용 스마트 학습서비스  윙크 를 만들었고  이를 통해 아이들에게  즐거운 학습 을 선물함과 동시에  교육계에서 새로운 시장을 열었습니다  이에 또다시 새로운 길을 만들어 나아가고자 신사업 부문에서 인재를 초빙합니다 ,  교육 서비스 채널 전반에 대한 깊은 이해를 통해 프로젝트 조율 조정 역할 프런트  어드민    프로젝트 일정 관리   타부서와 업무 협업 및 관리 디자인  콘텐츠  개발     업무 효율화를 위한 개선안 도출 및 실행,  경력   10년 15년    원활한 커뮤니케이션 능력이 있으신 분   디자인 개발 등 타직군과 협업을 아주 잘 하시는 분   새로운 영역의 지식 습득과 이해가 빠르신 분,  교육 도메인 경험이 있으신 분
픽소(PIXO),"프로덕트 오너 (PO, Product Owner)",https://www.wanted.co.kr/wd/50723,   We empower people to create without limits 소규모 사업자  1인 개발자  크리에이터  프리랜서 등 비 디자이너가 전문가와 같이 디자인 하기에 기술적  시간적  비용적 제약과 어려움이 많습니다  픽소는 모바일 제품을 중심으로  누구나 자신의 아이디어를 쉽고 재미있게 디자인 할 수 있는 세상 을 만들고자 합니다     98  이상 글로벌 사용자와 해외 매출 발생   투자 없이 매출 성장 추구   디자이너와 개발자가 만나 창업한 스타트업  전 세계 인구의 53 6 가 소셜 미디어를 이용하고 있는 시대입니다  소셜 미디어 시장이 발전하면서 개인의 아이디어를 디자인으로 표현하고자 하는 니즈가 커지고 있습니다  하지만 비 디자이너가 전문가와 같이 자유롭게 디자인 하기에는 현실적인 제약과 어려움이 많습니다  픽소는 모바일 중심의 직관적이고 쉬운 사용성과 완성도 높은 그래픽 리소스를 제공해  누구나 자신의 아이디어를 쉽고 재미있게 디자인 할 수 있는 세상 을 만들고자 합니다    가족과 공유하는 아기 성장앨범  Baby Story 와 비 디자이너를 위한 로고 디자인 앱  Logo Shop 을 출시 했으며  매년 전 세계 국가 앱 스토어 메인에 다수 피쳐드 되었습니다  현재 누적 1500만 다운로드 달성  98  이상이 해외 사용자로 다양한 국가에서 픽소 제품을 사용하고 있습니다   픽소는 네이버  카카오  쿠팡  토스 등 유니콘 스타트업 출신 동료들로 구성된 소수정예 팀입니다  동료간의 내부경쟁보다 협업을 지향하며  시장 내 영향력 있는 성과를 낼 수 있도록 서로 배려와 독려하고 있습니다   얼마나 오래 일했느냐  보다  얼마나 가치 있는 성과를 만들어 냈느냐 에 중점을 두고 있어  일과 삶의 균형을 추구함과 동시에 효율적으로 일하는 문화를 만들어 가고 있습니다  픽소는 내 의견이 담긴 제품을 출시하고 성장시켜 나가는 과정을 경험하고  다양한 분야 제품에 도전할 수 있는 기회가 활짝 열려 있습니다  픽소 문화와 여정에 공감 하신다면 지금 바로 지원해 주세요     채용절차      서류전형   채용과제   직무 인터뷰   컬처 인터뷰   최종합격    지원서류   상세한 경력 위주의 이력서   포트폴리오,픽소는 베이비스토리를 함께 고도화 할 PO를 찾고 있습니다   베이비스토리는 전문 스튜디오 수준의 사진편집기능과 결과물을 제공하고 있으며  나아가 가족 모두가 아이 성장과정을 함께 기록하고 추억할 수 있는 폐쇄형 소셜미디어를 준비하고 있습니다     제품 로드맵 수립 및 일정 관리   기획부터 출시까지 전반적 프로세스 참여 및 관리   시장 분석과 사업 전략에 따른 우선순위 도출 및 제품 고도화   데이터 수집 설계 및 A B 테스트를 포함한 가설 설정과 검증 진행   데이터 분석 사용자 피드백 유저 인터뷰 등을 통해 인사이트를 도출 및 제품 개선에 반영   제품 릴리즈 관리와 분석 툴을 활용한 주요 지표 추출 및 모니터링,  앱 웹서비스 혹은 내부 시스템 개발 관련 PO PM 경력   개발  디자인  마케팅 및 비즈니스 전반에 대한 이해가 있는 분   데이터 분석에 능하고  데이터에 기반한 의사결정을 경험해본 분   고객의 문제를 정의하고 해결안을 제안하는 데 능숙한 분   문제 해결을 위해 필요한 지식을 빠르게 파악하고  이를 습득하는 것에 자신 있는 분,  웹 앱 신규 서비스 출시 및 성장시킨 경험이 있는 분   애자일 개발 프로세스에 대한 이해가 있으신 분   린 스타트업에 대한 이해가 있으신 분   글로벌시장과 모바일 서비스에 대한 관심이 많고 이해하고 있으신 분
하이퍼라운지,기획팀 Project planning,https://www.wanted.co.kr/wd/104043, 팀소개      하이퍼라운지의 사업방향성 수립 및 로드맵을 계획 수립 합니다     사업의 고속성장을 위한 내부 프로세스 설계 및 개선사항을 도출합니다     On going Project 관리 및 이슈 해결을 지원합니다 ,  전사 프로젝트 일정 계획 수립  주요 Task 관리   중장기 사업   플랫폼 전략 및 로드맵 작성 포함한 전체 서비스 라이프사이클 관리   고속 성장을 플랫폼 구조 및 프로세스 기획 설계  전략 수립,   PM 또는 PMO 업무 경험 3년 이상 경험이 있으신 분    신규 사업 또는 서비스 기획  실행  운영 경험이 있으신 분    논리적이고 분석적인 사고 및 원활한 커뮤니케이션 가능 하신 분    다양한 팀간 연계 업무의 우선 순위 조정 및 관리 경험이 있으신 분,  IT  데이터 기업에서 기획업무 또는 프로젝트관리 업무 3년 이상 경험 있으신 분   국내외 전략 컨설팅펌 또는 Agency 기획 업무 3년 이상 경험 있으신 분    스타트업 기획 업무 또는 창업 경험 있으신 분
씨엠아이파트너스(무무즈),프로덕트 매니저,https://www.wanted.co.kr/wd/91594,씨엠아이파트너스 CMI Partners 는  아이가 있는 가족들의 삶이 보다 행복할 수 있도록  다양한 문제를 발견하고 이를 해결하고자 고민하는 회사 입니다   그 고민의 첫 번째 프로젝트로  아이의 성장 단계에 맞춰 끊임없이 해나가야 하는 부모들의 쇼핑 경험이 보다 쉽고 즐거울 수 있도록 좋은 제품을 찾아내고 검증해서 제안하는  온라인 쇼핑 플랫폼 무무즈 MooMooz  를 현재 운영하고 있습니다    2019년 미국에서 먼저 런칭한 무무즈는 2020년 2월 국내에서 사업을 시작했으며 런칭 2년도 채 되지 않은 2021년 10월 말 현재 런칭 초기 대비 거래액이 40배 이상 성장했으며 현재 700여 개 브랜드가 입점한  키즈 패션  amp  라이프 커머스 플랫폼 으로서 폭발적으로 성장하고 있습니다   2020년 11월  45억 원 규모의 시리즈 A 브릿지 투자를 유치한 후 지속적인 성장을 위해 70여 명의 구성원들이 함께 즐겁게 일하고 있습니다  지금까지 미래에셋벤처투자를 비롯한 국내 탑티어 투자사로부터 약 290억 원 규모의 투자를 유치했습니다   2022년에는 무무즈와 더불어 함께 시너지를 내며 성장할  새로운 신규 플랫폼  무무즈쉐어  도 런칭할 예정에 있어 씨엠아이파트너스와 더 높이 더 멀리 함께할 동료분들을 다양한 포지션에 모시려 합니다    팀 소개  함께 일 하실 팀은 이런 모습이예요   개발 기획 디자인 QA 업무 전문가들로 구성되어 있어요    각자 맡은 일에 책임감을 갖고 집중해서 일할 수 있는 환경을 제공하기 위해 노력하고 있어요 ,  무무즈 서비스 기획 및 프로덕트 고도화       웹 모바일 UI UX 기획      관리자 Back Office  기획   데이터 분석 및 사용자 모니터링을 통한 개선 과제 도출   비즈니스  디자인  개발 등 현업 부서 간 커뮤니케이션을 통한 요구사항 정의 및 해결방안 제시,  서비스 또는 플랫폼 기획자로서 5년 이상의 근무 경험이 있으신 분   사용자 중심 Web App 서비스의 기획 및 운영 경험이 있으신 분   사용자의 문제를 데이터와 전략적 사고를 바탕으로 주도적으로 해결하는데 집중하실 수 있는 분   다양한 협업 부서와 사용자 기술 사업 측면에서 원활한 커뮤니케이션이 가능하신 분   프로젝트 리딩 및 운영 경험을 보유하신 분   강한 책임감과 꼼꼼함을 갖추신 분   무무즈의 주요 고객인 2540세대와 아이들에 대한 애정과 이해가 있으신 분,  오픈마켓  소셜커머스  종합몰  전문몰 등 이커머스 플랫폼에서의 근무 경험이 있으신 분   PM 또는 PO 업무 경험이 있으신 분   이커머스 시장과 커머스 플랫폼에 대한 깊은 이해도가 높으신 분   논리적으로 사고하고 분석하여 실행하실 수 있는 기획적인 사고를 갖고 계신 분   고도몰 솔루션 사용 경험 있으신분
한컴링크,블록체인 신사업 및 서비스 기획자,https://www.wanted.co.kr/wd/113064,한컴링크는 디지털 금융  가상자산 서비스 기획  신사업 기획 업무  프로젝트 관리를 함께할 인재를 모십니다 , 블록체인 서비스 기획    신규서비스 기획 및 PM   블록체인 및 가상자산 서비스 기획 Mainet  NFT  Defi  Wallet    디지털 금융  가상자산 생태계 구축 관련 기획   신기술 트렌드 조사   신사업 전략 기획    신규사업 전략 기획   서비스 전략 기획   신기술 동향 및 시장 조사   국내외 관련업체 제휴 관련 업무담당   계획  제안  pre sales 자료 문서화   팀장 또는 팀원,  IT 서비스 기획 등 관련분야 경험   블록체인  핀테크  가상자산 기술트렌드에 대한 이해   담당 업무에 대해 긍정적인 마인드와 열정을 가지고 주도적으로 진행할 수 있는 분   원활한 협업 커뮤니케이션 능력을 갖춘 분,  B2C 서비스 App 기획 및 PM 경험자   블록체인  가상자산  핀테크 관련 사업 경험자   NFT  Defi 생태계 구성 경험자   문서작성 능력 우수자   영어 비즈니스 커뮤니케이션
엘지에이아이리서치(LG AI Research),AI Platform PM,https://www.wanted.co.kr/wd/112807,AI Platform Team은 LG AI 연구원 내에서 개발되는 다양한 인공지능 서비스들을 제공하기 위한 AI Platform 및 각 서비스들의 생산성을 높일 수 있는 여러가지 효율적인 운영 도구를 개발하고 운영하는 업무를 수행합니다 ,   온프라미스 퍼블릭 클라우드 기반의 MLOps 플랫폼 기획   언어 영상 데이터 분석 모델을 외부에 제공하기 위한 배포 파이프라인 기획   내 외부의 다양한 형태의 프로젝트 개발 관리   AIaaS 외에 계열사 3rd party에 필요한 AI 기능 제공을 위한 개발 관리 내부 외주       MLOps 플랫폼의 운영 프로세스 전반을 수립   엔지니어와 함께 PoC 진행,  웹 서비스  AI 서비스 관련 기획 경험 경력 3년 이상    프로젝트 매니지먼트 경험  3년 이상    국내외 AI 기술에 대한 관심   애자일 기반의 개발 프로세스 관련 업무 경험,  PMP 자격증 보유   시스템 아키택쳐를 설계하고 이를 바탕으로 고객의 요구사항이 반영된  시스템 설계 구축 경험 보유   인공지능 관련 기술에 대한 전반적인 이해
아우름플래닛(LINER),프로덕트 그로스 오너,https://www.wanted.co.kr/wd/131707,  MAU 900만명  사용자의 95  이상이 해외 사용자인 글로벌 서비스를 26명이 신나게 만들며 꿈을 현실로 만들고 있습니다     현재 엔지니어링  마케팅  디자인 등 전 분야에서 활발히 채용을 진행하고 있습니다  저희 회사와 채용 포지션에 대한 설명을 읽어보시고  궁금한 점이나 지원 전 확인하고 싶으신 부분이 있으시다면 언제든지 연락주세요 ,  분기별 목표를 달성하기 위한 전략 구축 및 세부적인 프로젝트 실행   액션 아이템을 추진하는 프로세스 전체 관리   문제 정의와 가설 수립  amp  실험을 통한 가설 검증,  3년 이상 프로덕트 오너 업무 경험이 있으신 분   도메인에 관계없이 모바일과 웹 기반 제품에 깊은 이해도가 있으신 분   데이터 기반으로 문제와 가설을 정립하고  인사이트를 실행할 수 있는 시각을 가지신 분   프로덕트 디자이너  엔지니어  데이터 분석가 등 다양한 직군의 동료들과 원활한 커뮤니케이션이 가능한 분   짧은 제품 빌딩 사이클에 익숙하고  이를 통해 성과를 만들어 본 경험이 있으신 분   글로벌 프로덕트를 다루어 본 경험이 있으신 분,  콘텐츠 또는 커뮤니티 플랫폼에서 업무 경험이 있으신 분   영어 커뮤니케이션이 가능하고  영어권 문화에 대한 이해가 있는 분   Amplitude  MixPanel 등 제품 분석 툴 사용에 익숙하신 분   Power BI  Tableau 등 BI 툴 사용에 익숙하신 분
한국신용데이터(KCD),[Marketplace] Product Manager,https://www.wanted.co.kr/wd/111452,마켓플레이스 팀은 소상공인의 구매력 문제를 해결하고자 합니다  소상공인은 사업자이기 때문에 소비자보다 훨씬 다양한 상품을 더 많이 삽니다  하지만 큰 기업에 비하면 구입하는 양이 적고  정보력도 제한적입니다  따라서 필요한 물건을 정확히 파악하기도 어렵고  사들이는 데 있어서 가격면에서도 큰 협상력을 가지지 못합니다  그래서 합리적이지 못한 가격에 물건을 사는 경우도  필요한 물건을 사지 못하는 경우도 있습니다   캐시노트는 약 100만 사업장 2022년 3월 기준 에 도입돼 있습니다  캐시노트의 규모를 활용해 다양한 품목을 더 경쟁력 있는 가격에 소상공인에게 공급하는 것이 마켓플레이스 팀의 목표입니다   마켓플레이스 팀의 또 다른 목표는 소상공인이 원하는 상품을 쉽게 구입할 수 있도록 하는 것입니다  현재는 스마트폰 캐시노트 앱에서 편리하게 상품을 구입할 수 있도록 구현하고 있습니다  앞으로는 포스 POS 를 비롯해 다양한 환경에서 원하는 상품을 쉽게 살 수 있도록 만들 계획입니다   마켓플레이스 팀의 목표는 서비스의 확장과 안정화입니다  마켓플레이스 팀은 이제 막 서비스를 좁은 범위의 지역과 업종에 출시한 단계입니다  이를 더 넓은 범위로 확장하고  더 다양한 상품을 다루고  더 많은 업종의 사장님들에게 제공하려고 합니다    이를 위해 가장 집중하고 있는 것은 사용자가 원하는 것을 찾아내는 것입니다  제품을 발견하는 과정  구매하는 과정  구매 후 반응  재구매 기간 등을 분석해 사용자가 우리에게 원하는 마켓플레이스가 어떤 것인지를 발견해나가고 있습니다 , KCD의 PM은 프로덕의 성공을 최종적으로 책임진다    제품의 성공을 정의하고  전략을 수립하고  핵심역량을 확보하고  과정을 주도하여  집요하게 성공시킨다  본인만의 프로덕 방법론을 더 명확하게 구체화하고  점진적으로 실패 확률을 줄여 간다   기대하는 역할과 결과   담당할 도메인과  고객  데이터에 대한 정확한 이해와 비즈니스  그로스에 대한 종합적인 시각을 바탕으로 서비스 초기 개발부터 PMF Product Market Fit  검증  BM 고도화로 이어지는 일련의 과정을 주도하는 역할을 맡게 됩니다   담당하는 제품의 목표와 비전을 세우고  고객의 니즈와 사업 전략을 효과적으로 연결하여 가치 있는 서비스를 개발  가설 수립 및 MVP Minimum Viable Product 를 효과적으로 정의하고 팀원의 공감을 끌어내 개발 과정을 주도하고 검증과정을 빠르게 반복하여 PMF을 찾고 고도화시켜가는 역할  서비스 핵심 지표 정의부터 전략 수립  비즈니스 연계 등 서비스 성장을 주도하는 역할을 맡게 되며 팀 동료들과의 충분한 커뮤니케이션을 통해 서로간의 신뢰를 바탕으로 고객의 문제를 해결  새로운 시장을 대상으로 신규 서비스를 출시하고 검증하는 일련의 과정을 통해 스스로의 Product Management 방법론을 강화하며  실패 확률을 점진적으로 줄여가는 경험을 할 수 있어요 ,  데이터 기반 의사결정 및 문제해결 역량  데이터에 대한 적극적인 탐색과 이해를 바탕으로 요구사항을 명확히 정의하고  데이터 기반 의사결정으로 주도적 문제 해결    목표중심사고 및 집요함  불확실성이 큰 상황에서  1  유연하게 대처하여 2  기회를 발견하고 3  집요하게 파고들어 의미있는 성과 달성    커뮤니케이션 역량  간결하고 논리적인 커뮤니케이션을 통해 동료를 빠르게 이해 설득시키고 핵심을 명확하게 전달하는 능력    내외부 자원 활용 역량  직접 탐색 및 설득 등 문제해결을 위해 필요한 리소스를 적극적으로 확보하여 목표한 결과를 빠르게 도출해내는 역량    그로스 역량  서비스 및 비즈니스 목표 달성을 위한 그로스 마인드 및 데이터 기반 의사결정 통한 그로스 성과 달성    빠르게 성장하는 스타트업에서 복잡성이 높은 문제들을 두고 다양한 가설들을 꾸준히 실험하고 검증하며 해결해보신 분 우대,  B2B  Commerce  SaaS 서비스 경험자
딜리셔스(신상마켓),프로덕트 매니저 (풀필먼트/주니어),https://www.wanted.co.kr/wd/127559, 고객의 사업을 쉽고  즐겁게    딜리셔스는 대한민국 1등 패션 B2B 플랫폼 신상마켓을 운영하고 있습니다   신상마켓은 국내 패션 도매 사업자가 하루 3만 5천개 이상의 상품을 올리고  전국 12만명의 쇼핑몰 사장님이 신상품을 확인하고 주문하는 패션 B2B 플랫폼입니다   서비스 론칭 이래 신상마켓은 기존 오프라인 동대문 도매 매장이 지닌 어려움을 극복하며 한계점을 돌파하고 있습니다  신상마켓은 경쟁력 있는 상품만 있다면 어떤 사업자라도 사업에 성공하도록 돕는 상생의 가치를 추구합니다   현재 7 684만 개의 상품이 누적 등록되어 있으며  하루 평균 2만 4천 건의 거래가 발생해 5초당 1건 꼴로 거래가 이루어지고 있습니다  상품 추천 엔진 개발  서비스 고도화  해외 사업 등 패션업계 도소매 사업자 분들의 연결고리 역할을 열심히 이어가는 중입니다  현재까지 총 누적 거래액은 2조를 넘겼으며  2021년 코로나의 어려운 상황속에서도 고객 분들의 사업 성장에 기여하며 거래액 5 723억을 기록해 전년 대비 36  성장했습니다   딜리셔스는 2022년 1월  시리즈C 투자 유치에 성공하여 총 투자금액 825억을 확보했습니다  동대문 패션 시장을 온라인 중심의 생태계로 전환하고  이를 글로벌까지 연결하여 K패션의 가치를 높이는 활동에 더 집중하려고 합니다     K패션 체인지 메이커  딜리셔스 의 멋진 여정에 함께 할 많은 동료 분들을 기다리고 있습니다  주저 말고 지원해주세요 ,딜리셔스의 풀필먼트 프로덕트 매니저는 물류센터  신상배송 딜리버드  운영에 필요한 서비스 기획 및 개발을 주도적으로 진행합니다  동대문 도매 의류 상품들의 물류센터 내 입고까지의 전 과정  의류 판매자에 접수된 고객 주문에 따른 상품 출고까지의 전 과정에 필요한 서비스를 개발하며 동시에 현장 운영의 생산성 개선을 위해 끊임없는 혁신을 추구합니다     딜리셔스 풀필먼트 센터 운영을 위한 각종 시스템을 기획  입고 및 출고 주문처리  자동화 설비제어 등  해요   사업  개발 및 물류센터 현장 부서와 한 팀을 이루어 프로덕트의 문제를 발견하고 개선해 나가요,  풀필먼트 서비스에 대한 높은 관심이 있으신 분   서비스 기획 또는 운영과 관련된 경험이 있으신 분,  백오피스 서비스 기획 또는 운영과 관련된 경험이 있으신 분   다양한 부서  개발 디자인 사업 등  와 협업한 경험이 있으신 분
딜리셔스(신상마켓),프로덕트 매니저 (풀필먼트),https://www.wanted.co.kr/wd/111287, 고객의 사업을 쉽고  즐겁게    딜리셔스는 대한민국 1등 패션 B2B 플랫폼 신상마켓을 운영하고 있습니다   신상마켓은 국내 패션 도매 사업자가 하루 3만 5천개 이상의 상품을 올리고  전국 12만명의 쇼핑몰 사장님이 신상품을 확인하고 주문하는 패션 B2B 플랫폼입니다   서비스 론칭 이래 신상마켓은 기존 오프라인 동대문 도매 매장이 지닌 어려움을 극복하며 한계점을 돌파하고 있습니다  신상마켓은 경쟁력 있는 상품만 있다면 어떤 사업자라도 사업에 성공하도록 돕는 상생의 가치를 추구합니다   현재 7 684만 개의 상품이 누적 등록되어 있으며  하루 평균 2만 4천 건의 거래가 발생해 5초당 1건 꼴로 거래가 이루어지고 있습니다  상품 추천 엔진 개발  서비스 고도화  해외 사업 등 패션업계 도소매 사업자 분들의 연결고리 역할을 열심히 이어가는 중입니다  현재까지 총 누적 거래액은 2조를 넘겼으며  2021년 코로나의 어려운 상황속에서도 고객 분들의 사업 성장에 기여하며 거래액 5 723억을 기록해 전년 대비 36  성장했습니다   딜리셔스는 2022년 1월  시리즈C 투자 유치에 성공하여 총 투자금액 825억을 확보했습니다  동대문 패션 시장을 온라인 중심의 생태계로 전환하고  이를 글로벌까지 연결하여 K패션의 가치를 높이는 활동에 더 집중하려고 합니다     K패션 체인지 메이커  딜리셔스 의 멋진 여정에 함께 할 많은 동료 분들을 기다리고 있습니다  주저 말고 지원해주세요 ,딜리셔스의 풀필먼트 프로덕트 매니저는 물류센터  신상배송 딜리버드  운영에 필요한 서비스 기획 및 개발을 주도적으로 진행합니다  동대문 도매 의류 상품들의 물류센터 내 입고까지의 전 과정  의류 판매자에 접수된 고객 주문에 따른 상품 출고까지의 전 과정에 필요한 서비스를 개발하며 동시에 현장 운영의 생산성 개선을 위해 끊임없는 혁신을 추구합니다     딜리셔스 풀필먼트 센터 운영을 위한 각종 시스템을 기획해요      입고 및 출고 주문처리  자동화 설비제어 등    사업  개발 및 물류센터 현장 부서와 한 팀을 이루어 프로덕트의 문제를 발견하고 개선해 나가요 ,  5년 이상의 서비스 백오피스 기획  PM  및 운영 경험이 있으신 분   다양한 부서와 능동적이고 논리적으로 소통하며 프로젝트를 리딩해 본 경험이 있으신 분   데이터를 기반으로 한 의사결정을 토대로 시스템 기획 경험이 있으신 분,  입고  출고를 포함한 풀필먼트 도메인에 대한 지식 및 경험을 보유하신 분   최초 제품 출시부터 지속적인 운영 모니터링을 토대로 제품을 발전시켜 나간 경험을 보유하신 분
