company,job,url,introduction,to_do,need_to,preference
네시삼십삼분(4:33),블록체인 전략 리서치 담당자,https://www.wanted.co.kr/wd/132631, 네시삼십삼분은 인재를 소중하게 생각합니다    세상에는 그냥 하는 일과 가슴 뛰는 일이 있습니다  네시삼십삼분에는 당신의 가슴을 뛰게 할 프로젝트들이 가득합니다   당신의 심장을 뛰게 할 그 일은 어쩌면 편하지 않은 일들 일 수도 있습니다   그러나 그 일은 세상에 없던 가장 독창적인 일이거나 당신 또는 누군가가 꿈꾸던  의미 있는 일일 것입니다   꼭 내가 아니어도 되는 일만 하다가 지친 당신  왜 해야 하는지 의미도 모르고 일해왔던 시간이 아까운 당신  아무런 성취감도 들지 않을 일만 하느라 더 이상 어떤 일에도 가슴이 뛰지 않는 심장병에 걸린 당신  주저하지 말고 지원하세요   우리는 자신의 일에 뛰는 가슴으로 함께 일할 동료들을 기다리고 있습니다     채용 프로세스  서류심사   1차면접 실무진 면접    2차면접 임원 면접 및 처우 협의    합격통보,  글로벌시장의 블록체인  게임산업  투자 등 관련 리서치   블록체인 기술 및 서비스 동향에 대한 리서치   글로벌 사업 확장을 위한 전략적 투자 기획   투자실무   사업성  계약서  투자자 관리 등 실무,  블록체인 및 게임산업에 대한 경험과 이해   투자 업무 관련 실무 경력    필수  영어 능력 우수자,  게임 업계에 관심이 있으신 분
펫프렌즈,Business Data Analyst (주니어),https://www.wanted.co.kr/wd/57295,펫프렌즈는 2015년 고객들의 반려동물을 걱정하는 마음을 공감하며 원하는 시간에 배송하는 심쿵배송 서비스를 시작한 이후  새벽배송 서비스를 필두로 반려동물 생애 전반에 걸친 서비스를 제공하며 현재 매출액 기준 국내 1위 펫커머스 기업으로서의 자리를 굳히고 있습니다    2018년 매출 30억원 2020년 매출 400억원 2021년 사모펀드 IMM PE  GS리테일 공동 인수  매출 608억원 이상 달성 2022년 상반기 매출 391억원  전년  49  증가   아직은 성장하는 회사이지만  아래와 같은 희망들이 있는 곳입니다  1  	앱 월간 사용자수 MAU 는 21년 평균 24만명으로 펫커머스 분야 1위 2  	재구매율이 80  넘는 사랑받는 서비스                                                                                1500만 반려인들을 위해 올바른 제품과 라이프스타일을 선도해나가며  혁신적인 서비스를 개발하며 따뜻함과 설레임이 가득찬 변화를 최고의 동료들과 함께 하고 싶지 않으신가요    지금  우리는 당신을 기다리고 있습니다 ,  경영 전반  부서별 주요 KPI 지표 모니터링 및 Tableau Dashboard 제작   Data 기반 의사결정지원을 위한 Ad hoc 데이터 분석,  데이터 분석 프로젝트 수행 경험   Python   R   SQL 등 하나 이상의 언어를 능숙히 활용할 수 있는 능력   Business 관점의 Data 분석를 통한 Insight 도출 능력   Relational DB에 대한 이해   뛰어난 구두 및 서면 의사소통 능력,  Tableau Desktop  amp  Server 능숙한 활용 능력   E Commerce 데이터 분석 경력   Business 관련 부서 예  마케팅  영업  기획 에서의 Data 분석 경험 및 business 전반에 대한 이해가 뛰어나신 분   스타트업 및 애자일 업무방식에 대한 경험
티피엠엔,데이터 분석가(Business Analyst),https://www.wanted.co.kr/wd/120716, 기술로 인증 받은 AD Tech 기업  FT 파이낸셜타임즈 주관  2022 아시아태평양 고성장 기업  선정 CIO Advisor Top10 APAC Digital Marketing Solution Providers  기술혁신형 중소기업 중소벤처기업부  선정 벤처기업 인증   기업부설연구소 운영 저작권  특허권 보유   수출의 탑 수상 100만불    우수 중소기업 인증  가족친화인증기업   여성가족부 2021  청년친화강소기업 임금 일생활균형 고용안정    고용노동부 2022   TPMN은 미디어의 광고 수익 최적화 솔루션을 제공하는 글로벌 애드테크 Ad Tech  기업입니다  한국 뿐만 아니라 남미  일본  그 외의 APAC 시장에 서비스를 제공하며  국내 및 글로벌 파트너들과 연동을 통해 효율적으로 거래를 중개하고 있습니다  구성원의 경력과 역량을 토대로 한 합리적인 보상체계 및 삶의 질 향상과 편의 제공을 위한 복리후생 제공합니다  프로그래매틱 광고 플랫폼의 희망찬 여정에 동참하실 열정적이고 진취적인 인재를 기다립니다 ,  빅데이터로부터 데이터 추출  MySQL  BigQuery   추출된 데이터를 유용한 정보형태로 가공   정보를 시각화  Visualization  Data Studio  Superset 등  하여 운영팀과 소통   플랫폼의 각종 데이터를 활용한 데이터 애널리틱스 및 비즈니스 인사이트 도출   Business KPI 성장을 위한 솔루션 제안   사업부에서 필요한 데이터 드리븐 분석 지원 Ad hoc    광고시장 리서치  데이터 분석  A B테스팅을 통해 서비스 개선점 도출과 방향 제시,  통계 지식에 대한 이해 및 문제 해결 능력이 뛰어난 분   통계적 논리적 분석적 사고 방식으로 문제 접근 및 해결 능력 있는 분    본인의 분석과 전략도출을 통해 Business KPI 변화를 달성하고 싶으신 분,  MySQL   BigQuery   Python   R 등 데이터 분석 업무를 수행할 수 있는 하나 이상의 개발 언어 경험이 있으신 분   BI 툴 관련하여 경험이 있거나 작업을 해보신 분  Data Studio Google   Superset  Tableau 등     비즈니스 레벨 이상의 영어 능력을 가지신 분   전공  수학 통계학 정보통계학 필수는 아님 
의식주컴퍼니(런드리고),프로덕트 기획자 Product Manager (풀필먼트/세탁/AI),https://www.wanted.co.kr/wd/90565,의식주컴퍼니는 지난 2019년 국내 최초의 비대면 모바일 세탁 서비스 런드리고 Laundrygo 를 출시  코로나 위기에도 불구하고 월 평균 15  빠르게 성장하며 글로벌 세탁 산업의 혁신을 만들어 가고 있는 스타트업입니다     CEO 인터뷰 영상   EO   ,목적을 달성하기 위해 다양한 직군의 동료들과 함께 팩토리 프로덕트를 책임지고 리드합니다      런드리고 팩토리 프로덕트 운영을 위한 백엔드 기획 및 운영 업무   운영 프로세스에 대한 폭넓은 이해를 바탕으로 한 프로세스 기획   시스템 자동화 및 AI 프로젝트 기획,  3년 이상의 서비스 백오피스 기획  PO PM 포함  및 운영 경험해보신 분   여러문제를 체계적으로 정리하고 해결할 수 있는 능력을 갖추신 분   다양한 부서와 능동적이고 논리적으로 소통하며 프로젝트를 리딩해 본 경험,  데이터 분석과 데이터 기반의 의사결정 경험이 있으신 분   O2O 백오피스 기획  PO PM 포함  경험이 있으신 분   대규모 서비스 및 백오피스 기획 경험이 있으신 분   산업공학  컴퓨터공학 전공 또는 개발 경험이 있으신 분
지란지교소프트,[기획] 협업솔루션 제품/서비스 기획자,https://www.wanted.co.kr/wd/90382,지란지교소프트의 미션은  더 나은 일상을 위한 안전하고 편리한 서비스  입니다   우리의 서비스는 고객 가까이에서 일상을 이롭게 하는  작지만 큰 변화를 만들어갑니다  우리는  안전 과  편리함 을 동시에 추구하며 편리한 사용성을 위해 안전을 희생하지도  안전이라는 명목하게 사용자에게 불편을 강요하지 않습니다   따라서  우리는 좋은 소프트웨어를 만드는 것을 비전으로 합니다  모든 기술은 사람을 위해 존재하고  좋은 사람이 좋은 소프트웨어를 만들 수 있다는 가치 아래 우리와 함께 할  좋은 사람 을 찾고 있습니다   우리는 꿈이 있습니다   우리는 선한 영향력을 발휘합니다  우리는 탁월함을 지향합니다  우리는 서로를 신뢰하고 믿을 수 있습니다   지란지교         지초와 난초처럼 맑고 깨끗하며 두터운 벗 사이의 사귐 우리는 고객과 함께  내부 임직원과 함께 지란지교와 같은 두터운 사귐을 함께 하는 좋은 사람이 되고자 합니다    저희 팀과 함께 하고 싶은 분께서는 입사 지원해 주세요 ,  앱 웹 서비스 기획 및 정책 수립  인하우스 기획    PC 클라이언트 웹 모바일 앱 UX UI 화면 설계   사용자 시나리오 설계 및 개선   서비스 운영 및 개선방향 도출,  웹 모바일 서비스 기획 및 UX UI 설계 업무 경력 2년 이상 경력자   제품  서비스  트렌드  사용자 분석을 통한 인사이트 도출   팀 조직 간 원활한 커뮤니케이션 능력 및 협업 능력   포트폴리오 제출 필수,  제품  서비스 구축 출시 및 운영 기획 경험   협업 및 문서 공유 관련 서비스에 대한 관심과 이해
인플루엔셜(윌라),[윌라] 데이터 분석가,https://www.wanted.co.kr/wd/83163, 업계 최고 수준의 대우로 우수한 인재를 모십니다     We Learn Anything  Anytime  Anywhere 는 브랜드명 처럼 윌라 welaaa 는 언제 어디서나 무엇이든 듣고 보며 배우고 즐길 수 있는 서비스를 제공하고자 노력해왔습니다  국내 최초로 AWS 클라우드를 통해 모바일 스트리밍을 완벽하게 지원하는 완성도 높은 오디오북 플랫폼 서비스를 선보이며  국내 오디오북 브랜드 1위를 달성하였습니다  이에 머물지 않고 클래스와 라이브 강연서비스 등 다양한 지식콘텐츠 분야로 확장하고 R amp D 투자에 집중하며  No1  지식콘텐츠 플랫폼 으로 성장하고 있습니다  윌라는 혁신적인 기술력을 통해 최고의 지식콘텐츠를 세상에 전파하고자  콘텐츠 기업을 넘어 IT 기업으로의 혁신을 추구하고 있습니다   윌라에서는 경험 많은 경영진들과 업계 최상위 스타트업에서 온 개발팀 및 각 분야 최고의 전문가들이 자율과 책임의 문화 속에서 활기차게 일하고 있습니다   지식에 대한 상식을 바꾸는 가슴 뛰는 경험을 최고의 동료들과 함께할 멋진 동료를 기다립니다    윌라는 이런 성과를 이뤄냈습니다     누적 다운로드 266만    누적 콘텐츠 이용시간 2 126만 시간   시리즈 C 펀딩 완료 총 누적 투자액 460억    대한민국 브랜드 만족도 1위 수상   구글 플레이 교육앱 매출 1위 달성,  데이터 분석 실무          분석 도구를 활용한 대용량 RAW 데이터 분석     분석 결과 시각화     주요 성과 지표 분석     기타 고객  콘텐츠 관련 데이터 분석,  SQL 활용 가능자   엑셀 중급 이상   데이터 분석 도구  BI 도구 활용 스킬    그로스 전략에 대한 기본 지식 및 커뮤니케이션 스킬,  데이터 분석  통계 관련 전공자   콘텐츠 구독서비스  이커머스 분야 등 대용량 데이터 분석 경험 보유     콘텐츠 상품  관련  고객 행동 관련 등   코딩 가능자    영어 능통자
교보문고,데이터분석가,https://www.wanted.co.kr/wd/84860,교보문고 DT추진실은 고객에게 가치있는 상품과 콘텐츠를 편리하게 제공할 수 있는 다양한 서비스의 개발과 운영을 주도하고 있습니다  변화하는 환경에 발맞춰 도서는 물론 예술 문화 전반의 혁신적인 Chain Value Up을 위한 클라우드 기반의 신규 플랫폼 사업 발굴 및 개발 프로젝트를 추진함과 동시에  전사적인 디지털 트렌스포메이션 추진의 핵심적인 역할을 담당하고 있습니다     본 포지션은 촉탁 3개월 평가 후 정규직 전환 ,  교보문고의 B2C 서비스를 지속적으로 개선할 수 있는 데이터 기반 인사이트 도출   데이터 Product 기획  데이터 분석 대시보드 개발  데이터 기반 전략수립   데이터 거버넌스 체계 구축    RDBMS  Data Lake에서 필요한 데이터를 추출하고 분석하여 가설을 검증하고 인사이트를 도출   데이터 거버넌스 체계 구축을 위한 전략을 수립   현업 담당자  의사결정 관계자가 활용할 수 있는 데이터 분석 기반 대시보드 기획과 개발   데이터 거버넌스 체계 구축과 관련한 업무 수행,  웹 앱 서비스를 통한 매출  상품  고객데이터 분석을 기반으로 서비스 개선 인사이트 도출 및 개선 적용 경험이 있는 분    데이터 처리를 위한 언어 SQL  Python   GA360  BI 도구 Tableau  Google Data Studio 에 대한 기본 지식을 보유한 분   사업 전반과 전사적인 조직목표의 이해  소프트스킬을 기반으로 엔지니어  현업 담당자 및 영업 담당자 간의 커뮤니케이션을 할 수 있는 분   데이터 산업과 기술에 대한 열정으로 자기주도적으로 업무를 수행하는 분,  관련 직무 경력 5년 이상   데이터 분석 솔루션이나 플랫폼 구축 프로젝트 참여 경험이 있는 분   온오프라인 물류  유통 데이터 기반 분석 프로젝트 경험이 있는 분
딜라이트룸(Alarmy),데이터 분석가,https://www.wanted.co.kr/wd/115695,안녕하세요   전세계 6 500만 명의 아침을 깨우는 알라미를 운영하고 있는 딜라이트룸입니다   알라미는 85 가 해외 사용자인 글로벌 알람앱으로 누적 다운로드 6 500만  97개국 앱스토어 카테고리 1위  상위 알람앱 중 평점 1위  Google App Excellence Ambassador 파트너 선정  5백만불 수출의탑 수상 등 다양한 기록을 가지고 있어요   딜라이트룸은 그저  깨우는  알람이라는 유틸리티 서비스에서 잘 자고  개운하게 일어나  성공적인 아침을 만들어가는  웰니스 서비스로 나아가고 있습니다   지금  저희와 함께 아침을 바꾸는 여정을 함께 할 딜라이터를 찾고 있습니다    딜라이트룸 첫인상 서베이  여러분이 느낀 딜라이트룸의 첫인상에 대해서 알려주세요  더 좋은 딜라이트룸이 되기 위해 지원자 분들의 소중한 의견을 듣고 있습니다  참여해주시는 분들께  알라미 프리미엄 30일 이용권을 드려요    의견 전달 방법하는 방법  딜라이트룸 노션 블로그     채용  페이지    딜라이트룸의 첫인상은 ,  전사에서 진행되는 각종 실험 e g   A B 테스팅  결과 리뷰와 분석를 담당해요    데이터 분석을 통해 인사이트를 뽑아내고 각 팀에서 잘 활용할 수 있도록 전파해요    사용자에 대한 높은 이해도와 데이터에 기반한 실험 설계 및 개선을 담당해요    주요 지표 정의 및 택사노미 관리를 담당해요     주 사용 툴  amp  기술  Amplitude  Braze  Firebase  Superset  PostgreSQL  BigQuery    딜라이트룸 합류 과정    서류 검토   1차 인터뷰 화상    사전과제 수행 후 2차 인터뷰   최종 인터뷰    처우 협의 후 합류   전형 절차는 각 포지션과 상황에 따라 변동될 수 있어요 ,  기본적인 통계관련 지식을 갖추신 분이시라면 좋겠어요    데이터에서 유의미한 가설과 인사이트를 뽑아낼 수 있으신 분이시라면 좋겠어요    데이터 분석 방법론 AARRR  Cohort  Funnel 에 대한 높은 이해를 바탕으로 한 문제 해결을 할 수 있는 분이시라면 좋겠어요    SQL을 통해 데이터를 추출하고 분석하는 역량이 있으신 분이시라면 좋겠어요    분석 결과를 타 팀이 이해하기 쉽도록 다양한 도구 BI Tools  Google Sheets 등 를 사용하여 시각화 할 수 있는 분이시라면 좋겠어요    주어진 문제를 푸는 대신  자신이 풀어야 할 문제를 스스로 정할 수 있는 분이시라면 좋겠어요 ,  분석을 위한 프로그래밍 역량이 있으시면 더 좋아요   e g   스크립트를 통한 자동화  Pandas  Spark 등    데이터 기반의 인사이트를 통해 제품 지표 개선에 기여한 경험이 있으시면 좋아요    필요한 데이터를 정의 및 수집하여 이를 분석하는 전체 프로세스를 경험한 분이면 좋아요 
노바트라,재무회계 STAFF,https://www.wanted.co.kr/wd/66132,안녕하세요  노바트라 입니다   노바트라 경영기획실 재무회계파트에서 함께할 STAFF을 찾고 있습니다   노바트라는 미국  일본  태국  인도 등의 건강 식품 및 영양 보조제 글로벌 브랜드 파트너 160여개   와 협력하여 국내 온라인 커머스 채널과 해외 온라인 커머스 채널을 통해 중개 서비스를 영위하고 있으며  현재에도 유수의 글로벌 브랜드들이 노바트라와 협업하여 높은 성과를 달성 중 입니다   코로나 팬더믹 이후에도 노바트라의 매출은 지속적으로 성장함에 따라 직무에 대한 R amp R 개편 및 고도화가 필요한 상황 입니다  또한  서비스 예정인 제품의 포트폴리오가 저변화 됨에 따라 함께 근무할 역량 있는 STAFF를 찾고 있습니다    노바트라 재무기획팀은 이렇게 일해요   우리는 재무 정보와 지표를 통해서 생각합니다  그리고 이해합니다  이해를 바탕으로 재무 경영지표에 대해 보고하고 공유하며 서로 협업합니다 ,  매출  매입  채권  채무  관리   재고 수불부 작성을 통한 원가 및 재고 관리   회계 관련 데이터 관리 및 보고서 작성   온라인 커머스 관련 정산 회계 세무 업무   법인세  부가세  원천세 등 각종 세금 신고를 위한 작성  검토  신고   사업자 월별 결산  월별 손익 계산  수입 지출 분석 보고서 작성 등 ,  재무 회계 경력 3 5년 이상   법인세  부가세  원천세 등 각종 법인 세금 신고 직접 해보신 분,  온라인 커머스업의 이해도가 크신 분   쇼핑몰 정산 관련 회계 경험이 있으신 분   MS Office 및 Google docs 활용 능력이 있으신 분   전산 회계 세무 관련 자격증 소지하신 분 2급 이상    원활한 대인 관계 및 커뮤니케이션 역량을 갖추신 분   회계 ERP 더존 i Cube  Smart A  및 그룹웨어 도입 셋팅 경험자
리체,서비스 기획/운영,https://www.wanted.co.kr/wd/76509,리체는 IT 전문가이자 Fintech 회사입니다  커머스 플랫폼에 BNPL Buy Now  Pay Later 라는 신개념 핀테크 서비스를 도입했고  이를 고도화할 수 있는 솔루션을 함께 제공함으로써 차별화된 성장을 시작하였습니다   리체에는 최고의 팀과 멤버가 있습니다  국내 Top 게임사 출신의 대표 및 IT 기업 경험을 가진 역량있는 멤버들과 함께 협업하며 시너지를 만들고 있습니다  서로의 실력과 의지를 온전히 믿을 수 있는 팀 멤버 구성이 리체의 가장 큰 자산입니다     더 좋은 제품을 현명하게 구매할 수 있는 방법이 있을까    프리미엄 제품을 누구나 쉽게 구매하여 즐거울 수 있을까    이러한 고민을 함께 할 수 있는 분과 함께 성장하고 싶습니다 ,  자사 플랫폼 서비스 신규 및 운영 기획   사용자 경험 UX  기반의 APP 기획 및 화면 설계서 작성   서비스 전략 수립 및 프로젝트 운영 관리,  5년 이상의 웹 모바일 서비스 기획 경력자   프론트  백오피스 기획 경력자   사업 및 개발 등 타부서 협업 경험자,  이커머스 서비스사 재직 경력이 있으신 분   GA등을 활용한 Web App 서비스 데이터 분석 경험이 있으신 분     채용 절차   서류 심사     1차 인터뷰    2차 인터뷰     근무 조건 협의     최종 합격 점심시간과 저녁시간에도 인터뷰는 가능합니다  고용형태   정규직  경력 수습기간 3개월  신입 수습기간 5개월 
Teamblind,신사업 전략 매니저,https://www.wanted.co.kr/wd/132462,블라인드  모든 변화의 시작  블라인드는 전 세계 기업의 지속 가능한 기업 문화를 위한 직장인 플랫폼입니다  미국 실리콘밸리에 본사를 두고 2013년 서비스를 출시했어요  전 세계 30만 개 기업에 재직하는 700만 명 이상의 직장인이 블라인드를 사용하고 있으며  한국 대기업 직장인 10명 중 9명이 블라인드의 가입자입니다  전 세계 기업 문화의 의미 있는 변화를 만들어가는 블라인드의 여정에 함께하실 분을 찾습니다     관련 기사   뉴시스  블라인드 416억원 투자 유치  2025년 이전   나스닥 상장    ,  팀블라인드 내 신사업 환경 분석 및 전략적 방향 수립 수행 전반   데이터 분석을 통한 인사이트 도출 및 의사결정 지원   사업 서비스별 이슈 분석 및 개선 방안 도출   국내외 사업 시장 경쟁사 고객 정보 수집 및 분석,  5년 이상의 전사 전략 및 사업 서비스 단위 전략 수립에 실제 실행 경험이 있으신 분   데이터 분석을 통해 문제를 정의하고 해결하는 마인드 셋을 가지고 계신 분   정량적 정성적 데이터에 기반하여 주도적으로 제품의 문제를 파악하고  지표를 개선한 경험이 있으신 분   논리적 사고력 및 빠른 이해 능력으로 이슈 해결 능력을 보유하신 분   원활한 대인관계 및 업무에 대해 적극적이며 도전적인 자세를 가지신 분,  Tech Platform 회사에서의 전략 및 사업기획 업무 경험이 있으신 분   모바일 IT 서비스의 사업 및 수익 구조  협업 형태에 대한 깊은 이해를 보유하신 분   O2O플랫폼 채용 HR 관련 사업 경력이 있으신 분   SQL 등을 통한 데이터 추출 및 분석에 능하신 분
카카오스타일(Kakao Style),데이터 분석가,https://www.wanted.co.kr/wd/127724, 카카오스타일을 소개합니다   카카오스타일은 모든 사람이 나만의 특별한 스타일을 가지고 있고  내가 좋아하는 무언가를 발견했을 때의 즐거움이 나의 일상을 더욱 나답게 만든다고 믿습니다  내 마음을 읽은 듯한 개인화 추천으로 누구나 나만의 스타일을 쉽게 찾도록 도움으로써 다양한 스타일이 공존하는 세상을 만들겠습니다   9000개 이상의 쇼핑몰과 다양한 브랜드를 한 플랫폼에 모아 보여주는 카카오스타일의 서비스  지그재그 는 2015년 6월 서비스 출시 이후  MAU 370만  3 800만 다운로드  누적 거래액 4조원 이상을 달성하며 국내 1위 스타일 커머스 앱으로 자리 잡게 되었습니다                                                                              관련 기사    크로키닷컴  카카오스타일 로 새출발   , 다음의 업무를 통해 목표를 달성하고 성장합니다    공통       카카오스타일이 개발 운영하는 서비스에서 발생하는 다양한 데이터 분석 및 인사이트 발굴       서비스 비즈니스 핵심 지표 데이터 분석을 통한 의사결정 지원       가설 수립 및 검증을 통해 비즈니스 로직 개선 방안 제안, 이런 분과 함께하고 싶습니다     데이터 분석 관련 실무 경력   3년 이상  이신 분   SQL을 자유자재로 활용하여 Raw Data 처리 및 분석이 가능하신 분   BI 툴 사용 경험이 있으신 분  Redash  QuickSight  Tableau  PowerBI 등    사용자 행동 로그 설계  액션에 따른 성과분석 경험이 있으신 분   클라우드 환경  AWS  Oracle  GCP  Azure 등 에서 분석 업무가 익숙하신 분   Retention   Cohort   AARRR 과 같은 분석 방법론을 이해하고 실무에 적용할 수 있는 분   평소에 꼼꼼하게 계산하는 것을 좋아하시는 분, 이런 분이라면 더욱 환영합니다     데이터 관련 전공  통계학 컴퓨터공학 산업공학 등  혹은 데이터 관련 교육 이수자   패션 혹은 이커머스 데이터에 대한 이해가 깊고 분석을 진행해보신 분   A B 테스트 설계 및 운영 경험이 있으신 분   우수한 커뮤니케이션 역량을 보유하신 분   Spark 기반의 빅데이터 처리 경험이 있으신 분  Pyspark  Spark SQL 등    Amplitude와 같은 유저 분석 툴 활용 경험이 있으신 분
카카오뱅크(kakaobank),챗봇 서비스 기획 및 운영 담당자,https://www.wanted.co.kr/wd/100077, 일상에서 더 쉽게  더 자주 이용하는 나만의 은행   카카오뱅크는 사람과 은행의 만남이 더 쉽게  더 자주 일어나야 한다고 믿습니다  사용자 중심의 혁신적인 기술을 통해 일상 속 어떤 순간에서도 유용한 나만의 은행  카카오뱅크는 또 하나의 은행이 아닌  은행의 새로운 시작  입니다 ,  카카오뱅크 챗봇 서비스 기획 및 운영 업무 전반   챗봇 시나리오 콘텐츠 설계 및 신규 서비스 기획     챗봇 학습 관리   챗봇 모니터링 지표 분석 및 개선 과제 진행 개발자 협업  프로젝트 수행 ,  서비스 기획 UI UX  및 운영 업무 경력 5년 이상  총 경력 10년 이하인 분   IT 업무 프로세스 및 챗봇에 대한 기본적인 이해도를 갖춘 분   UI UX 시나리오  기획서 작성 및 데이터 활용 능력이 뛰어난 분   정성 정량 데이터 분석을 통한 인사이트 도출 역량이 뛰어난 분   긍정적이며 열린 커뮤니케이션 능력을 갖추고 발전적 협업이 가능한 분,  챗봇 관련 서비스 기획 운영 업무 경력이 있는 분   출시된 챗봇 서비스를 처음부터 끝까지 기획하고  운영해 본 경험이 있는 분   챗봇 경험이 없더라도 모바일 애플리케이션 UI UX 기획 역량 경험을 보유한 분   카카오 i오픈빌더로 챗봇 제작 및 운영 업무 경험이 있는 분   머신러닝 ML  학습에 대한 이해도가 높은 분   금융 IT 분야에서 관련 업무를 수행한 경험이 있는 분
에이치닥테크놀로지,전략기획자 (Strategy Manager),https://www.wanted.co.kr/wd/38951,RIZON  Possibility to Reality   Hdac Technology는 4차 산업혁명을 선도하는 블록체인 기반 융합 솔루션 개발 기업입니다  2021년 코스모스 기반의 RIZON Blockchain으로 메인넷 전환을 성공적으로 하였고  RIZON의 생태계는 성장하고 있습니다   RIZON Blockchain과 같이 여정을 함께할 동료를 찾고 있습니다  RIZON  새로운 여정  ,  IT 신기술 Trend 및 산업동향  내 외부 환경 분석   사업포트폴리오 분석 및 중장기 전략 수립 지원   사업계획서  제안서 등 문서작업   서비스 런칭 관련 부서간 조율 및 제반 관리업무,  IT 전략 사업기획 관련 경험 3년 이상   C level 커뮤니케이션을 위한 보고서 작성 역량 보유   블록체인 Trend 정보수집 및 분석 역량   문서작성 및 프리젠테이션 역량 우수자   대 내 외 커뮤니케이션 및 협업능력 우수자,  IT 컨설팅 회사 재직 경험   비즈니스 영어 가능자   컴퓨터활용능력 우수자   사업계획서  제안서 등 포트폴리오 제출 시 우대
우아한형제들(배달의민족),푸드 플랫폼 사업 데이터 분석,https://www.wanted.co.kr/wd/132642,구분  경력 3년이상    조직소개  우아한형제들 푸드플랫폼사업개발실은 배민 플랫폼 내에서 수익을 만들어낼 수 있는 서비스와 상품을 만들고 운영하는 조직입니다  푸드플랫폼사업개발실의 데이터 분석가는 실에서 진행하는 비즈니스 의사결정들이 데이터 기반으로 이루어질 수 있도록 지원합니다  목표를 설정하고 지표의 정확한 측정을 위한 기준 설정과 시스템 요구사항을 정리합니다  데이터 분석을 통하여 인사이트를 찾고  개선 방향을 도출하여 함께 의미있는 성과를 이뤄낼 분들을 찾고 있습니다 , 업무내용    사업실과 각 팀에서 필요한 데이터 분석 과제 수행   데이터분석을 통한 가설 검증  개선점 도출  개선 효과 측정   과제 성과를 측정하고 개선점을 찾아내기 위한 지표 설정 및 실적 대시보드 구축, 지원자격    SQL을 직접 활용하여 결과 데이터를 가공 추출하여 분석에 활용하는 업무를 3년 이상 수행한 분   다양한 사업 조직의 데이터 요구사항을 접수 받아  직접 커뮤니케이션하고 구체화하여 분석하는 업무 경험이 있는 분   가설 설정   데이터 추출   가공   분석  보고서 작성까지 비즈니스 분석 전체 과정에 대한 경험이 있는 분   Redash  Tableau  Power BI 등을 이용해 비즈니스 리포팅  대시보드 작성 경험이 있는 분   KPI 지표 설정 및 관리 업무 경험이 있는 분   서비스 분석방법 LTV  Cohort  Funnel  A B Test 등 에 대한 경험이 있는 분   App Web 고객 로그 데이터 분석 관련 경험이 있는 분   개인의 성과만큼 조직의 목표 달성에 가치를 두고  타부서와 원만한 의사소통과 협업 관계가 가능한 분, 우대사항    이커머스 및 O2O 플랫폼 서비스에서 근무한 경험이 있는 분   3년 이상의 데이터 분석  전략 수립 분석 업무 경험이 있는 분   데이터 분석 환경에 대한 이해도를 갖춘 분  Presto  Hadoop  BigQuery 
우아한형제들(배달의민족),배달의민족 고객 분석 담당자(Business Analyst),https://www.wanted.co.kr/wd/128411,구분  경력 5년이상   고용형태  정규직    조직소개  고객활성화팀은 우아한형제들 내 고객 데이터 분석을 통하여 플랫폼 차원의 고객 인사이트를 발굴하고  협업 부서의 문제해결 및 의사결정을 지원하는 역할을 담당합니다 ,  고객 데이터 분석 앱 이용행태  프로모션 성과  고객 Life Cycle  고객 LTV 등 을 통한 고객 활성화 지원   고객 데이터 인사이트를 기반으로 타부서 협업을 통한 과제화 진행,  5년 이상의 데이터 분석 관련 경력이 있는 분   각종 데이터 툴을 통한 데이터 추출 가공 분석 시각화에 능숙한 분  SQL  엑셀    데이터 분석을 통해 인사이트를 발굴하고 과제를 기획한 경험이 있는 분,  R  Python 을 통한 데이터 분석 및 머신러닝 관련 프로젝트 경험 보유한 분   Tableau  Redash를 통한 대시보드 기획 운영 경험이 있는 분   IT  e commerce  유통 업계에 대한 높은 이해도를 보유한 분
우아한형제들(배달의민족),배민1 사업개발 및 운영,https://www.wanted.co.kr/wd/126033,고용형태  정규직 5년이상     우아한형제들 채용 팁 amp 인사담당자 인터뷰까지 한번에 확인     좋은 기업을 WANTED  7 우아한형제들 ,  사업 확장  성장을 위한 운영 및 대응   사업 성장을 위한 서비스 Product   마케팅   영업 상 개선 과제 도출 및 실행,  5년 이상의 사업개발 및 운영 경험이 있는 분   프로젝트를 A Z까지 진행해 본 경험이 있는 분   엑셀을 활용한 데이터 분석에 능숙하고 인사이트 도출 및 실행 경험이 있는 분,  SQL을 활용한 데이터 추출 능력을 지닌 분   O2O Growth 전략 수립 실행 경험이 있는 분   데이터 분석 기반의 서비스 성장 경험이 있는 분   다양한 부서와 협업하며  이해와 존중을 바탕으로 한 유연한 커뮤니케이션에 능숙한 분   우아한형제들의 기업문화에 깊은 관심과 이해를 가진 분
